part_name,occurrences
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_12,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_13,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_14,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_15,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_16,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_17,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_18,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_19,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_20,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_21,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_22,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_23,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_24,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_25,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_26,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_27,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_28,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_29,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_30,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_31,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_32,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_33,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_34,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8,3
31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9,3
31556_000_A01_1_BATTERY_POWER_PIN__DROID__P2,1
31556_000_A01_1_BATTERY_POWER_PIN__DROID__P2_1,1
31620_000_A02_1_BATTERY_POWER_PINS_MOUNT__DROID__P2,1
31627_000_A01_1_THREADED_INSERT__HEAT_PRESS_COMPATIBLE__ALUMINUM__M2_5_X0_45_3_56MM__COTS,1
31627_000_A01_1_THREADED_INSERT__HEAT_PRESS_COMPATIBLE__ALUMINUM__M2_5_X0_45_3_56MM__COTS_1,1
31627_000_A01_1_THREADED_INSERT__HEAT_PRESS_COMPATIBLE__ALUMINUM__M2_5_X0_45_3_56MM__COTS_2,1
31644_000_A03_1_BATTERY_POWER_PINS_COMPLIANT_MECH__DROID__P,3
31702_002_C01_1_CHILL_HEATSINK__BRAIN__DROID__P2,1
31703_004_E03_1_OML_PANEL__BRAIN__DROID__P2,1
31704_001_B01_1_LID_HINGE_CAP_LH__DROID__P2,1
31705_001_C01_1_LID_HINGE_CAP_RH__DROID__P2,1
31707_000_A01_1_LATCH_SHAFT__LID_STRUCTURE_ASSY__DROID__P2,1
31707_000_A01_1_LATCH_SHAFT__LID_STRUCTURE_ASSY__DROID__P2_1,1
31708_000_B01_1_LATCH_HOOK__LATCH_HOOK_ASSY__LID_STRUCTURE_ASSY__DROID__P2,1
31708_000_B01_1_LATCH_HOOK__LATCH_HOOK_ASSY__LID_STRUCTURE_ASSY__DROID__P2_1,1
31709_000_A02_1_LATCH_SPRING__LID_STRUCTURE_ASSY__DROID__P2,1
31709_000_A02_1_LATCH_SPRING__LID_STRUCTURE_ASSY__DROID__P2_1,1
31710_003_A01_1_LATCH_HANDLE__LID_STRUCTURE_ASSY__DROID__P2,1
31711_002_D01_1_TOP_SHELL__LID_STRUCTURE__LID_STRUCTURE_ASSY__DROID__P2,1
31723_000_B01_1_LID_HINGE_CABLE__DROID__P2,32
31768_004_A01_1_FRONT_EDF_ASSEMBLY__DROID__P2,146
31769_009_A01_1_REAR_EDF_ASSEMBLY__DROID__P2,478
31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2,129
31780_004_G01_1_BUSBAR__AMN_TO_MAIN_THRUSTER__DROID__P2,14
31781_002_A01_1_MAIN_THRUSTER__ASSY__DROID__P2,164
31787_004_H01_1_BUSBAR__BATTERY_TO_AMN_AND_FMN__DROID__P2,14
31814_003_H01_1_LEFT_BODY_FOAM__DROID__P2,3
31815_001_C01_1_LEFT_FOAM_STRIP__DROID__P2,1
31816_002_G01_1_RIGHT_BODY_FOAM__DROID__P2,3
31817_001_C01_1_RIGHT_FOAM_STRIP__DROID__P2,1
31920_003_A01_1_BRAIN__LRU__DROID__P2,3506
31921_002_A01_1_MEDULLA__ACTIVE_ASSY__BRAIN__DROID__P2,86
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2,1
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2_1,1
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2_2,1
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2_3,1
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2_4,1
31924_000_A01_1_COMPRESSION_LIMITER_M2_5_X_2_5MM__DROID__P2_5,1
31955_001_B02_1_FACE_PLATE_FOAM__DROID__P2,1
31958_001_B01_1_REAR_STUFFER__DROID__P2,1
32037_002_C02_1_VHB__BUSBAR_TO_TUB__DROID__P2,2
32037_002_C02_1_VHB__BUSBAR_TO_TUB__DROID__P2_1,2
32037_002_C02_1_VHB__BUSBAR_TO_TUB__DROID__P2_2,2
32037_002_C02_1_VHB__BUSBAR_TO_TUB__DROID__P2_3,2
32087_000_A01_1_4MM__SIDE_MOUNT_EXTERNAL_RETAINING_RING__COTS,1
32087_000_A01_1_4MM__SIDE_MOUNT_EXTERNAL_RETAINING_RING__COTS_1,1
32097_002_C01_1_TOP_COVER__DUCTING__BRAIN__DROID__P2,2
32098_002_C02_1_MIDDLE_BODY__DUCTING__BRAIN__DROID__P2,4
32099_002_C02_1_BOTTOM_BODY__DUCTING__BRAIN__DROID__P2,6
32122_001_B01_1_FRONT_STUFFER_UPPER__DROID__P2,1
32123_001_B01_1_FRONT_STUFFER_LOWER__DROID__P2,1
32171_001_B01_1_LID_LINER_ADHESIVE__LID_LINER_ASSY__DROID__P2,1
32180_002_C02_1_SOM_ASSY__BRAIN__DROID_P2,17
32181_001_B01_1_LENS_HOLDER_ASSY__BRAIN__DROID__P2,11
32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2,2145
32183_001_B03_1_SOM_HOUSING__BRAIN__DROID__P2,1
32207_000_A01_1_2_3mm_VHB_1_FORE_FLEX__DROID__P2,1
32209_000_A01_1_2_3mm_VHB_3_FORE_FLEX__DROID__P2,1
32210_000_C01_1_2_3mm_VHB_4_FORE_FLEX__DROID__P2,1
32211_000_A01_1_2_3mm_VHB_5_FORE_FLEX__DROID__P2,1
32212_000_A01_1_2_3mm_VHB_6_FORE_FLEX__DROID__P2,1
32213_000_A01_1_2_3mm_VHB_7_FORE_FLEX__DROID__P2,1
32214_000_A01_1_2_3mm_VHB_8_FORE_FLEX__DROID__P2,1
32215_000_A01_1_2_3mm_VHB_9_FORE_FLEX__DROID__P2,1
32216_000_A01_1_2_3mm_VHB_10_FORE_FLEX__DROID__P2,1
32216_000_A01_1_2_3mm_VHB_10_FORE_FLEX__DROID__P2_1,1
32217_000_A02_1_FOAM__EDF__FORE_FLEX__DROID__P2,1
32277_000_A02_1_PSA__HOTBAR__FLEX__DROID__P2,1
32277_000_A02_1_PSA__HOTBAR__FLEX__DROID__P2_1,1
32277_000_A02_1_PSA__HOTBAR__FLEX__DROID__P2_2,1
32278_000_A01_1_PSA__HALL__STARBOARD___FORE_FLEX__DROID__P2,1
32279_000_A01_1_5mm_x_15mm_PSA__FLEXES,1
32280_000_A02_1_8mm_x_260mm_PSA__FLEXES,1
32280_000_A02_1_8mm_x_260mm_PSA__FLEXES_1,1
32403_001_B01_1_HEATSINK_SCREW__M2__BRAIN__DROID__P2,1
32403_001_B01_1_HEATSINK_SCREW__M2__BRAIN__DROID__P2_1,1
32403_001_B01_1_HEATSINK_SCREW__M2__BRAIN__DROID__P2_2,1
32403_001_B01_1_HEATSINK_SCREW__M2__BRAIN__DROID__P2_3,1
32416_003_D01_1_FORE_BUSBAR_AND_PINS_ASSY__DROID__P2,24
32417_004_A01_1_BITS_KIT__TLA__DROID__P2,30
32452_002_C02_1_LATCH_HOOK_ASSY__LID_STRUCTURE_ASSY__DROID__P2,3
32452_002_C02_1_LATCH_HOOK_ASSY__LID_STRUCTURE_ASSY__DROID__P2_1,3
32453_001_B01_1_LID_LINER_ASSY__DROID__P2,2
32454_001_B01_1_LID_FLEX_HARNESS__DROID__P2,21
32492_000_A02_1_FRONT_BUSBAR_FOAM__DROID__P2,2
32586_000_A02_1_PSA__BUSBAR__FORE_FLEX__DROID__P2,1
32587_000_A02_1_16mm_x_50mm_PSA__FLEXES,1
32595_001_C02_1_THICK_PLATE__MAIN_MOTOR_MOUNT__DROID__P2,1
32596_000_C01_1_THIN_PLATE__MAIN_MOTOR_MOUNT___DROID__P2,1
32597_000_A02_1_OUTLET_DEBRIS_GUARD__DROID__P2,1
32601_000_A01_1_PEM_CARRIER__BRAIN__DROID__P2,3
32602_001_B01_1_PEM_CARRIER_BACKING__BRAIN__DROID__P2,4
32603_001_B01_1_F2F_CONNECTION_BACKER__BRAIN__DROID__P2,7
32611_000_A02_1_LENS_HOLDER_EPOXY__BRAIN__DROID__P2,1
32612_000_A02_1_DELO_OB6789__ACTIVE_ALIGNMENT_ASSY__BRAIN__DROID__P2,3
32618_000_C01_1_REAR_BELLY_FOAM__DROID__P2,1
32639_001_C02_1_LATERAL_GUARD__REAR__DROID__P2,1
32639_001_C02_1_LATERAL_GUARD__REAR__DROID__P2_1,1
32640_001_C01_1_LATERAL_GUARD__FRONT_LEFT__DROID__P2,1
32647_001_C01_1_LATERAL_GUARD__FRONT_RIGHT__DROID__P2,1
32654_000_A01_1_PSA__HALL__PORT__FORE_FLEX__DROID__P2,1
32676_000_A01_1_ANTENNA_COVER__BRAIN__DROID__P2,2
32676_000_A01_1_ANTENNA_COVER__BRAIN__DROID__P2_1,2
32687_002_C02_1_VHB__BATTERY_BUSBAR__DROID__P2,2
32687_002_C02_1_VHB__BATTERY_BUSBAR__DROID__P2_1,2
32706_000_A02_1_SCREW_TRAP__LENS_HOLDER_ASY__BRAIN__DROID__P2,1
32706_000_A02_1_SCREW_TRAP__LENS_HOLDER_ASY__BRAIN__DROID__P2_1,1
32754_000_A02_1_FOAM__MAIN_THRUSTER_BUSBAR__DROID__P2,1
32776_001_B01_1_PSA_LHS__MOTOR_MOUNT__DROID___P2,1
32777_001_B01_1_PSA_RHS__MOTOR_MOUNT__DROID___P2,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_1,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_2,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_3,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_4,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_5,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_6,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_7,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_8,1
32787_000_A02_1_M2_5_THREADED_INSERT__BLIND__ALU_9,1
32789_000_A01_1_KFS2_M2_5,1
32789_000_A01_1_KFS2_M2_5_1,1
32789_000_A01_1_KFS2_M2_5_2,1
32789_000_A01_1_KFS2_M2_5_3,1
32789_000_A01_1_KFS2_M2_5_4,1
32789_000_A01_1_KFS2_M2_5_5,1
32790_001_B03_1_CW_IMPELLER__BLOWER__P2,5
32794_000_A01_1_BARE_PCB__LID_HINGE_CABLE__DROID__P2,1
32798_000_A01_1_PCBA__LID_HINGE_CABLE__DROID__P2,4
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_1,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_10,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_11,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_12,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_13,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_14,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_15,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_16,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_17,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_18,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_19,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_2,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_20,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_21,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_22,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_23,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_24,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_25,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_26,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_27,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_28,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_29,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_3,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_30,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_31,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_32,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_4,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_5,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_6,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_7,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_8,1
32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_9,1
32806_001_B01_1_SCREW_TRAP_ASSY__LENS_HOLDER__BRAIN__DROID__P2,2
32806_001_B01_1_SCREW_TRAP_ASSY__LENS_HOLDER__BRAIN__DROID__P2_1,2
32829_000_A01_1_5mm_x_9mm_PSA__FLEXES,1
32829_000_A01_1_5mm_x_9mm_PSA__FLEXES_1,1
32843_000_A01_1_OML_VHB__BRAIN__DROID__P2,1
32858_000_A01_1_15MM_X_15MM_PORON__FOAM__FLEXES__P2,1
32860_000_A02_1_Bare_Board__PEM_Carrier__CHARGER_HOTBAR_FLEX__Droid__P2,1
32862_000_A01_1_FOAM__CHARGER_HOTBAR_FLEX__DROID__P2,2
32863_000_A01_1_HOTBAR_VHB__CHIL__DROID__P2,1
32873_000_A01_1_PCBA__PEM_CARRIER__CHARGER_HOTBAR_FLEX__DROID__P2,3
32889_001_B01_1_VHB_SCREW_TRAP__LENS_HOLDER_ASY__BRAIN__DROID__P2,1
32889_001_B01_1_VHB_SCREW_TRAP__LENS_HOLDER_ASY__BRAIN__DROID__P2_1,1
32894_000_A01_1_FLANGED_THREADED_MOLD_INSERT__M2_5,1
32894_000_A01_1_FLANGED_THREADED_MOLD_INSERT__M2_5_1,1
32894_000_A01_1_FLANGED_THREADED_MOLD_INSERT__M2_5_2,1
32894_000_A01_1_FLANGED_THREADED_MOLD_INSERT__M2_5_3,1
32905_002_D01_1_AFT_FLEX_BUNDLE__AMN__DROID__P2,56
32906_000_A01_1_CMPL_3_X_3_AK_CL6000__COTS__3M_COMP_LIM__P2,1
32906_000_A01_1_CMPL_3_X_3_AK_CL6000__COTS__3M_COMP_LIM__P2_1,1
32906_000_A01_1_CMPL_3_X_3_AK_CL6000__COTS__3M_COMP_LIM__P2_2,1
32906_000_A01_1_CMPL_3_X_3_AK_CL6000__COTS__3M_COMP_LIM__P2_3,1
32906_000_A01_1_CMPL_3_X_3_AK_CL6000__COTS__3M_COMP_LIM__P2_4,1
32909_005_A01_1_LID_KIT__DROID__P2,55
32978_000_A01_1_FOAM_STRIP_OUTER_CARBON_SHEET__DROID__P2,1
32978_000_A01_1_FOAM_STRIP_OUTER_CARBON_SHEET__DROID__P2_1,1
32980_001_C01_1_SIDE_FOAM_TO_CARBON_STRIP_PSA__DROID__P2,1
32980_001_C01_1_SIDE_FOAM_TO_CARBON_STRIP_PSA__DROID__P2_1,1
32981_002_C02_1_RIGHT_SIDE_FOAM_STRIP__ASSY__DROID__P2,4
32982_002_C03_1_LEFT_SIDE_FOAM_STRIP__ASSY__DROID__P2,4
32990_001_B03_1_FRONT_STUFFER_LOWER_ASSY__DROID__P2,4
32991_001_B01_1_FRONT_STUFFER_LOWER_PSA__DROID__P2,2
32992_001_B03_1_FRONT_STUFFER_UPPER_ASSY__DROID__P2,7
32993_001_B01_1_FRONT_STUFFER_UPPER_PSA__DROID__P2,6
32996_001_B03_1_REAR_STUFFER_ASSY__DROID__P2,4
32997_001_B01_1_REAR_STUFFER_PSA__DROID__P2,2
32999_001_B01_1_FRONT_STUFFER_LOWER_TO_BUSBAR_PSA__DROID__P2,1
33000_001_B01_1_REAR_STUFFER_TO_BUSBAR_PSA__DROID__P2,1
33004_000_A02_1_FOAM__AFT_CHARGER_HARNESS__AMN__DROID__P2,4
33034_001_B02_1_REAR_INTAKE_DEBRIS_GUARD__DROID__P2,1
33034_001_B02_1_REAR_INTAKE_DEBRIS_GUARD__DROID__P2_1,1
33044_000_B01_1_FRONT_FLEX_TO_BULKHEAD_VHB__DROID__P2,1
33045_000_B01_1_REAR_FLEX_TO_BULKHEAD_VHB__DROID__P2,1
33049_002_C01_1_RIGHT_STRIP_TO_TUB_PSA__DROID__P2,1
33050_002_C01_1_LEFT_STRIP_TO_TUB_PSA__DROID__P2,1
33057_000_A01_1_6mm_x_50mm_PSA__FLEXES,1
33092_000_A01_1_EDF_FOAM__AFT_BRAIN_FLEX_HARNESS__DROID__P2,2
33093_000_A01_1_SERVICE_LOOP_FOAM__AFT_BRAIN_FLEX_HARNESS__DROID__P2,2
33123_005_J01_1_LEFT_BODY_FOAM__ASSY__DROID__P2,48
33124_005_J01_1_RIGHT_BODY_FOAM__ASSY__DROID__P2,38
33125_001_B03_1_REAR_BELLY_FOAM__ASSY__DROID__P2,5
33126_002_C03_1_FACE_PLATE_FOAM__ASSY__DROID__P2,2
33131_000_B02_1_M2_5X2_5MM_KNURLED_COMPRESSION_LIMITER__LATERAL_PROP__DROID__P2,1
33131_000_B02_1_M2_5X2_5MM_KNURLED_COMPRESSION_LIMITER__LATERAL_PROP__DROID__P2_1,1
33131_000_B02_1_M2_5X2_5MM_KNURLED_COMPRESSION_LIMITER__LATERAL_PROP__DROID__P2_2,1
33131_000_B02_1_M2_5X2_5MM_KNURLED_COMPRESSION_LIMITER__LATERAL_PROP__DROID__P2_3,1
33239_000_B02_1_PSA__BOTTOM_COVER_ASSY__AFT_MOTOR_NODE__DROID__P2,1
33408_000_A01_1_GROUND_STRAP__CHILL_PCB__BRAIN__DROID__P2,1
33569_000_A02_1_SIDE_ZIPLINE_STICKER__DROID__P2,18
33569_000_A02_1_SIDE_ZIPLINE_STICKER__DROID__P2_1,18
33626_001_B02_1_REAR_BELLY_FOAM_TO_UNDER_SIDE_FOAM_PSA__DROID__P2,2
33626_001_B02_1_REAR_BELLY_FOAM_TO_UNDER_SIDE_FOAM_PSA__DROID__P2_1,2
33684_002_F01_1_BUSHING__DOOR_FREE_ARM_ASSYS__DROID__P2,1
33684_002_F01_1_BUSHING__DOOR_FREE_ARM_ASSYS__DROID__P2_1,1
33685_003_H01_1_RIGHT_LINKAGE__RIGHT_DOOR_DRIVE_ARM_ASSY__DROID__P2,1
33686_003_H01_1_LEFT_LINKAGE__LEFT_DOOR_DRIVE_ARM_ASSY__DROID__P2,1
33696_004_E01_1_LEFT_BODY_FOAM_TO_TUB_PSA__DROID__P2,9
33730_002_C01_1_SIDE_FOAM_TO_SPAR_PSA__DROID__P2,2
33731_003_D01_1_SIDE_FOAM_TO_SIDE_FOAM_PSA__DROID__P2,6
33734_003_D01_1_RIGHT_BODY_FOAM_TO_TUB_PSA__DROID__P2,3
33735_000_A02_1_COTS__CABLE_TIE__PLT1M,1
33793_001_B01_1_FACE_PLATE_PSA__DROID__P2,1
34635_001_B02_1_FIBERGLASS_STICKER__BATTERY__DROID__P2,1
35000_017_A02_1_DROID_BODY__DROID__P2,2584
35114_000_A01_1_AMN_TO_TUB_VHB__DROID__P2,1
35185_002_A01_1_LEFT_DOOR_PANEL__LEFT_DOOR_ASSY__DROID__P2,2
35448_002_A01_1_RIGHT_DOOR_PANEL__RIGHT_DOOR_ASSY__DROID__P2,2
35775_001_B02_1_CELL_INSULATOR__BATTERY__DROID__P2,3
35775_001_B02_1_CELL_INSULATOR__BATTERY__DROID__P2_1,3
35775_001_B02_1_CELL_INSULATOR__BATTERY__DROID__P2_2,3
35775_001_B02_1_CELL_INSULATOR__BATTERY__DROID__P2_3,3
36302_000_B01_1_TOP_BRACKET_FORM__BATTERY_SUPPORT_MOUNT__DROID__P2,1
36308_000_A02_1_AIR_SEAL__BATTERY__DROID__P2,3
36828_002_A01_1_CLOSEOUT_COVER_ASSY__BATTERY__DROID__P2,4
37002_002_A01_1_RIGHT_FREE_ARM__RIGHT_FREE_ARM_ASSY__DROID__P2,2
37071_002_A01_1_RIGHT_DRIVE_ARM__RIGHT_DRIVE_ARM_ASSY__DROID__P2,2
37089_000_B01_1_RIGHT_DRIVE_PTFE_TAPE__RIGHT_DRIVE_ARM_ASSY__DROID__P2,2
37090_000_B01_1_RIGHT_FREE_PTFE_TAPE__RIGHT_FREE_ARM_ASSY__DROID__P2,2
37125_002_A01_1_LEFT_DRIVE_ARM__LEFT_DRIVE_ARM_ASSY__DROID__P2,2
37126_002_A01_1_LEFT_FREE_ARM__LEFT_FREE_ARM_ASSY__DROID__P2,2
37128_000_A02_1_LEFT_FREE_ARM_PTFE_TAPE__LEFT_FREE_ARM_ASSY__DROID__P2,2
37129_001_C01_1_LEFT_DRIVE_PTFE_TAPE__LEFT_DRIVE_ARM_ASSY__DROID__P2,2
37564_000_A01_1_FLANGED_COMPRESSION_LIMITER__M2_5_X_1_5MM,1
37564_000_A01_1_FLANGED_COMPRESSION_LIMITER__M2_5_X_1_5MM_1,1
37564_000_A01_1_FLANGED_COMPRESSION_LIMITER__M2_5_X_1_5MM_2,1
37564_000_A01_1_FLANGED_COMPRESSION_LIMITER__M2_5_X_1_5MM_3,1
37564_000_A01_1_FLANGED_COMPRESSION_LIMITER__M2_5_X_1_5MM_4,1
39466_003_A01_1_LEAD_NUT__MACHINED__DOOR_DRIVE__DROID__P2,1
39498_000_A01_1_PSA_1__AFT_CHARGER_FLEX_HARNESS__DROID__P2,1
39508_000_A01_1_VHB__AFT_CHARGER_FLEX_HARNESS__DROID__P2,1
39514_000_A01_1_PSA_2__AFT_CHARGER_FLEX_HARNESS__DROID__P2,1
39522_000_A01_1_PSA_3__AFT_CHARGER_FLEX_HARNESS__DROID__P2,1
39570_000_A01_1_PSA_2__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
39571_000_A01_1_PSA_3__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
39572_000_A01_1_PSA_4__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
39573_000_A01_1_VHB_1__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
39574_000_A01_1_VHB_2__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
39666_000_A01_1_PSA_1__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
40242_001_B05_1_TAPE_KIT__DROID__P2,2
40255_000_A01_1_TUB_SHOULDER_TAPE__DROID__P2,4
40438_000_B01_1_BOTTOM_S_BEND_FOAM__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
40439_000_B01_1_TOP_S_BEND_FOAM__AFT_BRAIN_FLEX_HARNESS__DROID__P2,1
40594_000_A01_1_COTS__FIR_TREE_RIVET__NYLON_66,1
40594_000_A01_1_COTS__FIR_TREE_RIVET__NYLON_66_1,1
40654_003_E01_1_RIGHT_BODY_FOAM_WITH_PSA__DROID__P2,26
40655_003_E01_1_LEFT_BODY_FOAM_WITH_PSA__DROID__P2,36
40950_000_A02_1_PROTECTIVE_TAPE__PDB__ZIP__P2,1
41164_000_B01_1_WELDED_TUB__BATTERY_DROID_P2,2
41353_000_A02_1_INSULATION_TAPE__AMN__DROID__P2,1
41353_000_A02_1_INSULATION_TAPE__AMN__DROID__P2_1,1
41353_000_A02_1_INSULATION_TAPE__AMN__DROID__P2_2,1
41664_000_A01_1_DOOR_SERVO_COVER__DROID__P2,2
41665_000_A02_1_MOLDED_MAIN_THRUSTER_SPAR__DROID__P2,1
41707_000_A01_1_PSA__CHARGER_HOTBAR_FLEX__DROID__P2,1
41797_000_A01_1_TFLEX_CR900__SOM_HEATSINK__BRAIN__DROID__P2,2
41799_000_A01_1_TGEL_600__SOM_HEATSINK__BRAIN__DROID__P2,1
41817_000_B01_1_PARACHUTE_LINER__PARALAND_ASSY__DROID__P2,1
41823_000_A01_1_SOM__COMPUTE__COATED__DROID__P2,8
41878_001_B01_1_REAR_EDF_ADAPTER__DROID__P2,1
42156_002_A01_1_LOWER_HARDSTOP__DOOR_DRIVE__DROID__P2,1
42157_002_A01_1_UPPER_HARDSTOP__DOOR_DRIVE__DROID__P2,1
42158_002_A01_1_LEAD_SCREW_ASSY__DOOR_DRIVE__DROID__P2,6
42231_000_A03_1_POTTING__HUMISEAL_UV20__DROID__P2,14
