catalog_index,group_name,clean_part_name,material_name
54,Droid_Export_Attempt_8 32909_005_A01_1_LID_KIT__DROID__P2 _32304_006_A01_1_LID_STRUCTURE_ASSY__DROID__P2 31709_000_A02_1_LATCH_SPRING__LID_STRUCTURE_ASSY__DROID__P2_1 Mirror_Geometry__18_,32909_005_A01_1_LID_KIT__DROID__P2 _32304_006_A01_1_LID_STRUCTURE_ASSY__DROID__P2 31709_000_A02_1_LATCH_SPRING__LID_STRUCTURE_ASSY__DROID__P2_1 Mirror_Geometry__18_,IMPORTED1Material0
55,Droid_Export_Attempt_8 32909_005_A01_1_LID_KIT__DROID__P2 _32304_006_A01_1_LID_STRUCTURE_ASSY__DROID__P2 31710_003_A01_1_LATCH_HANDLE__LID_STRUCTURE_ASSY__DROID__P2 Linked_Body__9_,32909_005_A01_1_LID_KIT__DROID__P2 _32304_006_A01_1_LID_STRUCTURE_ASSY__DROID__P2 31710_003_A01_1_LATCH_HANDLE__LID_STRUCTURE_ASSY__DROID__P2 Linked_Body__9_,Linked_Body__9_Material0
56,Droid_Export_Attempt_8 32909_005_A01_1_LID_KIT__DROID__P2 40950_000_A02_1_PROTECTIVE_TAPE__PDB__ZIP__P2 Extrude__2__3,32909_005_A01_1_LID_KIT__DROID__P2 40950_000_A02_1_PROTECTIVE_TAPE__PDB__ZIP__P2 Extrude__2__3,Extrude__2__3Material0
57,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 Body__1_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 Body__1_,Linked_Body__1__1Material0
58,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 Body__2_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 Body__2_,Linked_Body__1__1Material0
59,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_6 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_6 COMBINE1,Extrude__4_Material0
60,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_7 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_7 COMBINE1,Extrude__4_Material0
61,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_8 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_8 COMBINE1,Extrude__4_Material0
62,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_9 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_9 COMBINE1,Extrude__4_Material0
63,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_10 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_10 COMBINE1,Extrude__4_Material0
64,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_11 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_11 COMBINE1,Extrude__4_Material0
65,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__3_,Body__3_Material0
66,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__2__1,Extrude__5_Material0
67,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER Body__1__1,Split_Body__110_Material0
68,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__3_,Body__3_Material0
69,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__2__1,Extrude__5_Material0
70,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_1 Body__1__1,Split_Body__110_Material0
71,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__3_,Body__3_Material0
72,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__2__1,Extrude__5_Material0
73,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_2 Body__1__1,Split_Body__110_Material0
74,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__3_,Body__3_Material0
75,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__2__1,Extrude__5_Material0
76,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_3 Body__1__1,Split_Body__110_Material0
77,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__3_,Body__3_Material0
78,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__2__1,Extrude__5_Material0
79,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_4 Body__1__1,Split_Body__110_Material0
80,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__3_,Body__3_Material0
81,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__2__1,Extrude__5_Material0
82,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_5 Body__1__1,Split_Body__110_Material0
83,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__3_,Body__3_Material0
84,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__2__1,Extrude__5_Material0
85,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_6 Body__1__1,Split_Body__110_Material0
86,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_12 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_12 COMBINE1,Extrude__4_Material0
87,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_13 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_13 COMBINE1,Extrude__4_Material0
88,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_14 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_14 COMBINE1,Extrude__4_Material0
89,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_15 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_15 COMBINE1,Extrude__4_Material0
90,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_16 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_16 COMBINE1,Extrude__4_Material0
91,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__3_,Body__3_Material0
92,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__2__1,Extrude__5_Material0
93,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_7 Body__1__1,Split_Body__110_Material0
94,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__3_,Body__3_Material0
95,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__2__1,Extrude__5_Material0
96,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_8 Body__1__1,Split_Body__110_Material0
97,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_17 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_17 COMBINE1,Extrude__4_Material0
98,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__3_,Body__3_Material0
99,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__2__1,Extrude__5_Material0
100,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_9 Body__1__1,Split_Body__110_Material0
101,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_18 COMBINE1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 32801_000_A01_1_DELTA_PT25_SCREW__9MM__PHS_18 COMBINE1,Extrude__4_Material0
102,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__3_,Body__3_Material0
103,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__2__1,Extrude__5_Material0
104,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_10 Body__1__1,Split_Body__110_Material0
105,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__3_,Body__3_Material0
106,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__2__1,Extrude__5_Material0
107,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__1__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_11 Body__1__1,Split_Body__110_Material0
108,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_12 Body__3_,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_12 Body__3_,Body__3_Material0
109,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_12 Body__2__1,35000_017_A02_1_DROID_BODY__DROID__P2 31771_007_A01_1_BITS_KIT__DROID_BODY__DROID__P2 31439_000_A01_1_COTS__M2_5_x_0_45__6MM__CAPTIVE_BELLEVILLE_WASHER_12 Body__2__1,Extrude__5_Material0
